letter,startPlacement,endPlacement,timing,direction,blueMotionType,blueRotationDirection,blueSkewDir,blueHandPath,blueSkewSteps,blueStartLocation,blueEndLocation,redMotionType,redRotationDirection,redSkewDir,redHandPath,redSkewSteps,redStartLocation,redEndLocation,category
O,gamma6,zeta15,tog,opp,pro,ccw,,ccw,0,se,ne,anti,ccw,-,cw,1,sw,w,1
P,gamma2,gamma9,tog,opp,pro,cw,+,cw,1,nw,e,pro,ccw,+,ccw,1,ne,n,2
P,gamma2,alpha7,tog,opp,pro,cw,+,cw,1,nw,e,pro,ccw,-,ccw,1,ne,w,2
P,gamma2,zeta16,tog,opp,pro,cw,+,cw,1,nw,e,pro,ccw,,ccw,0,ne,nw,1
P,gamma2,beta1,tog,opp,pro,cw,-,cw,1,nw,n,pro,ccw,+,ccw,1,ne,n,2
P,gamma2,gamma15,tog,opp,pro,cw,-,cw,1,nw,n,pro,ccw,-,ccw,1,ne,w,2
P,gamma2,eta16,tog,opp,pro,cw,-,cw,1,nw,n,pro,ccw,,ccw,0,ne,nw,1
P,gamma2,eta9,tog,opp,pro,cw,,cw,0,nw,ne,pro,ccw,+,ccw,1,ne,n,1
P,gamma2,zeta15,tog,opp,pro,cw,,cw,0,nw,ne,pro,ccw,-,ccw,1,ne,w,1
P,gamma4,gamma11,split,opp,pro,cw,+,cw,1,ne,s,pro,ccw,+,ccw,1,se,e,2
P,gamma4,alpha1,split,opp,pro,cw,+,cw,1,ne,s,pro,ccw,-,ccw,1,se,n,2
P,gamma4,zeta10,split,opp,pro,cw,+,cw,1,ne,s,pro,ccw,,ccw,0,se,ne,1
P,gamma4,beta3,split,opp,pro,cw,-,cw,1,ne,e,pro,ccw,+,ccw,1,se,e,2
P,gamma4,gamma9,split,opp,pro,cw,-,cw,1,ne,e,pro,ccw,-,ccw,1,se,n,2
P,gamma4,eta10,split,opp,pro,cw,-,cw,1,ne,e,pro,ccw,,ccw,0,se,ne,1
P,gamma4,eta11,split,opp,pro,cw,,cw,0,ne,se,pro,ccw,+,ccw,1,se,e,1
P,gamma4,zeta9,split,opp,pro,cw,,cw,0,ne,se,pro,ccw,-,ccw,1,se,n,1
P,gamma6,gamma13,tog,opp,pro,cw,+,cw,1,se,w,pro,ccw,+,ccw,1,sw,s,2
P,gamma6,alpha3,tog,opp,pro,cw,+,cw,1,se,w,pro,ccw,-,ccw,1,sw,e,2
P,gamma6,zeta12,tog,opp,pro,cw,+,cw,1,se,w,pro,ccw,,ccw,0,sw,se,1
P,gamma6,beta5,tog,opp,pro,cw,-,cw,1,se,s,pro,ccw,+,ccw,1,sw,s,2
P,gamma6,gamma11,tog,opp,pro,cw,-,cw,1,se,s,pro,ccw,-,ccw,1,sw,e,2
P,gamma6,eta12,tog,opp,pro,cw,-,cw,1,se,s,pro,ccw,,ccw,0,sw,se,1
P,gamma6,eta13,tog,opp,pro,cw,,cw,0,se,sw,pro,ccw,+,ccw,1,sw,s,1
P,gamma6,zeta11,tog,opp,pro,cw,,cw,0,se,sw,pro,ccw,-,ccw,1,sw,e,1
P,gamma8,gamma15,split,opp,pro,cw,+,cw,1,sw,n,pro,ccw,+,ccw,1,nw,w,2
P,gamma8,alpha5,split,opp,pro,cw,+,cw,1,sw,n,pro,ccw,-,ccw,1,nw,s,2
P,gamma8,zeta14,split,opp,pro,cw,+,cw,1,sw,n,pro,ccw,,ccw,0,nw,sw,1
P,gamma8,beta7,split,opp,pro,cw,-,cw,1,sw,w,pro,ccw,+,ccw,1,nw,w,2
P,gamma8,gamma13,split,opp,pro,cw,-,cw,1,sw,w,pro,ccw,-,ccw,1,nw,s,2
P,gamma8,eta14,split,opp,pro,cw,-,cw,1,sw,w,pro,ccw,,ccw,0,nw,sw,1
P,gamma8,eta15,split,opp,pro,cw,,cw,0,sw,nw,pro,ccw,+,ccw,1,nw,w,1
P,gamma8,zeta13,split,opp,pro,cw,,cw,0,sw,nw,pro,ccw,-,ccw,1,nw,s,1
P,gamma10,gamma5,split,opp,pro,ccw,+,ccw,1,se,e,pro,cw,+,cw,1,ne,s,2
P,gamma10,beta3,split,opp,pro,ccw,+,ccw,1,se,e,pro,cw,-,cw,1,ne,e,2
P,gamma10,eta4,split,opp,pro,ccw,+,ccw,1,se,e,pro,cw,,cw,0,ne,se,1
P,gamma10,alpha5,split,opp,pro,ccw,-,ccw,1,se,n,pro,cw,+,cw,1,ne,s,2
P,gamma10,gamma3,split,opp,pro,ccw,-,ccw,1,se,n,pro,cw,-,cw,1,ne,e,2
P,gamma10,zeta4,split,opp,pro,ccw,-,ccw,1,se,n,pro,cw,,cw,0,ne,se,1
P,gamma10,zeta5,split,opp,pro,ccw,,ccw,0,se,ne,pro,cw,+,cw,1,ne,s,1
P,gamma10,eta3,split,opp,pro,ccw,,ccw,0,se,ne,pro,cw,-,cw,1,ne,e,1
P,gamma12,gamma7,tog,opp,pro,ccw,+,ccw,1,sw,s,pro,cw,+,cw,1,se,w,2
P,gamma12,beta5,tog,opp,pro,ccw,+,ccw,1,sw,s,pro,cw,-,cw,1,se,s,2
P,gamma12,eta6,tog,opp,pro,ccw,+,ccw,1,sw,s,pro,cw,,cw,0,se,sw,1
P,gamma12,alpha7,tog,opp,pro,ccw,-,ccw,1,sw,e,pro,cw,+,cw,1,se,w,2
P,gamma12,gamma5,tog,opp,pro,ccw,-,ccw,1,sw,e,pro,cw,-,cw,1,se,s,2
P,gamma12,zeta6,tog,opp,pro,ccw,-,ccw,1,sw,e,pro,cw,,cw,0,se,sw,1
P,gamma12,zeta7,tog,opp,pro,ccw,,ccw,0,sw,se,pro,cw,+,cw,1,se,w,1
P,gamma12,eta5,tog,opp,pro,ccw,,ccw,0,sw,se,pro,cw,-,cw,1,se,s,1
P,gamma14,gamma1,split,opp,pro,ccw,+,ccw,1,nw,w,pro,cw,+,cw,1,sw,n,2
P,gamma14,beta7,split,opp,pro,ccw,+,ccw,1,nw,w,pro,cw,-,cw,1,sw,w,2
P,gamma14,eta8,split,opp,pro,ccw,+,ccw,1,nw,w,pro,cw,,cw,0,sw,nw,1
P,gamma14,alpha1,split,opp,pro,ccw,-,ccw,1,nw,s,pro,cw,+,cw,1,sw,n,2
P,gamma14,gamma7,split,opp,pro,ccw,-,ccw,1,nw,s,pro,cw,-,cw,1,sw,w,2
P,gamma14,zeta8,split,opp,pro,ccw,-,ccw,1,nw,s,pro,cw,,cw,0,sw,nw,1
P,gamma14,zeta1,split,opp,pro,ccw,,ccw,0,nw,sw,pro,cw,+,cw,1,sw,n,1
P,gamma14,eta7,split,opp,pro,ccw,,ccw,0,nw,sw,pro,cw,-,cw,1,sw,w,1
P,gamma16,gamma3,tog,opp,pro,ccw,+,ccw,1,ne,n,pro,cw,+,cw,1,nw,e,2
P,gamma16,beta1,tog,opp,pro,ccw,+,ccw,1,ne,n,pro,cw,-,cw,1,nw,n,2
P,gamma16,eta2,tog,opp,pro,ccw,+,ccw,1,ne,n,pro,cw,,cw,0,nw,ne,1
P,gamma16,alpha3,tog,opp,pro,ccw,-,ccw,1,ne,w,pro,cw,+,cw,1,nw,e,2
P,gamma16,gamma1,tog,opp,pro,ccw,-,ccw,1,ne,w,pro,cw,-,cw,1,nw,n,2
P,gamma16,zeta2,tog,opp,pro,ccw,-,ccw,1,ne,w,pro,cw,,cw,0,nw,ne,1
P,gamma16,zeta3,tog,opp,pro,ccw,,ccw,0,ne,nw,pro,cw,+,cw,1,nw,e,1
P,gamma16,eta1,tog,opp,pro,ccw,,ccw,0,ne,nw,pro,cw,-,cw,1,nw,n,1
Q,gamma2,gamma9,tog,opp,anti,ccw,+,cw,1,nw,e,anti,cw,+,ccw,1,ne,n,2
Q,gamma2,alpha7,tog,opp,anti,ccw,+,cw,1,nw,e,anti,cw,-,ccw,1,ne,w,2
Q,gamma2,zeta16,tog,opp,anti,ccw,+,cw,1,nw,e,anti,cw,,ccw,0,ne,nw,1
Q,gamma2,beta1,tog,opp,anti,ccw,-,cw,1,nw,n,anti,cw,+,ccw,1,ne,n,2
Q,gamma2,gamma15,tog,opp,anti,ccw,-,cw,1,nw,n,anti,cw,-,ccw,1,ne,w,2
Q,gamma2,eta16,tog,opp,anti,ccw,-,cw,1,nw,n,anti,cw,,ccw,0,ne,nw,1
Q,gamma2,eta9,tog,opp,anti,ccw,,cw,0,nw,ne,anti,cw,+,ccw,1,ne,n,1
Q,gamma2,zeta15,tog,opp,anti,ccw,,cw,0,nw,ne,anti,cw,-,ccw,1,ne,w,1
Q,gamma4,gamma11,split,opp,anti,ccw,+,cw,1,ne,s,anti,cw,+,ccw,1,se,e,2
Q,gamma4,alpha1,split,opp,anti,ccw,+,cw,1,ne,s,anti,cw,-,ccw,1,se,n,2
Q,gamma4,zeta10,split,opp,anti,ccw,+,cw,1,ne,s,anti,cw,,ccw,0,se,ne,1
Q,gamma4,beta3,split,opp,anti,ccw,-,cw,1,ne,e,anti,cw,+,ccw,1,se,e,2
Q,gamma4,gamma9,split,opp,anti,ccw,-,cw,1,ne,e,anti,cw,-,ccw,1,se,n,2
Q,gamma4,eta10,split,opp,anti,ccw,-,cw,1,ne,e,anti,cw,,ccw,0,se,ne,1
Q,gamma4,eta11,split,opp,anti,ccw,,cw,0,ne,se,anti,cw,+,ccw,1,se,e,1
Q,gamma4,zeta9,split,opp,anti,ccw,,cw,0,ne,se,anti,cw,-,ccw,1,se,n,1
Q,gamma6,gamma13,tog,opp,anti,ccw,+,cw,1,se,w,anti,cw,+,ccw,1,sw,s,2
Q,gamma6,alpha3,tog,opp,anti,ccw,+,cw,1,se,w,anti,cw,-,ccw,1,sw,e,2
Q,gamma6,zeta12,tog,opp,anti,ccw,+,cw,1,se,w,anti,cw,,ccw,0,sw,se,1
Q,gamma6,beta5,tog,opp,anti,ccw,-,cw,1,se,s,anti,cw,+,ccw,1,sw,s,2
Q,gamma6,gamma11,tog,opp,anti,ccw,-,cw,1,se,s,anti,cw,-,ccw,1,sw,e,2
Q,gamma6,eta12,tog,opp,anti,ccw,-,cw,1,se,s,anti,cw,,ccw,0,sw,se,1
Q,gamma6,eta13,tog,opp,anti,ccw,,cw,0,se,sw,anti,cw,+,ccw,1,sw,s,1
Q,gamma6,zeta11,tog,opp,anti,ccw,,cw,0,se,sw,anti,cw,-,ccw,1,sw,e,1
Q,gamma8,gamma15,split,opp,anti,ccw,+,cw,1,sw,n,anti,cw,+,ccw,1,nw,w,2
Q,gamma8,alpha5,split,opp,anti,ccw,+,cw,1,sw,n,anti,cw,-,ccw,1,nw,s,2
Q,gamma8,zeta14,split,opp,anti,ccw,+,cw,1,sw,n,anti,cw,,ccw,0,nw,sw,1
Q,gamma8,beta7,split,opp,anti,ccw,-,cw,1,sw,w,anti,cw,+,ccw,1,nw,w,2
Q,gamma8,gamma13,split,opp,anti,ccw,-,cw,1,sw,w,anti,cw,-,ccw,1,nw,s,2
Q,gamma8,eta14,split,opp,anti,ccw,-,cw,1,sw,w,anti,cw,,ccw,0,nw,sw,1
Q,gamma8,eta15,split,opp,anti,ccw,,cw,0,sw,nw,anti,cw,+,ccw,1,nw,w,1
Q,gamma8,zeta13,split,opp,anti,ccw,,cw,0,sw,nw,anti,cw,-,ccw,1,nw,s,1
Q,gamma10,gamma5,split,opp,anti,cw,+,ccw,1,se,e,anti,ccw,+,cw,1,ne,s,2
Q,gamma10,beta3,split,opp,anti,cw,+,ccw,1,se,e,anti,ccw,-,cw,1,ne,e,2
Q,gamma10,eta4,split,opp,anti,cw,+,ccw,1,se,e,anti,ccw,,cw,0,ne,se,1
Q,gamma10,alpha5,split,opp,anti,cw,-,ccw,1,se,n,anti,ccw,+,cw,1,ne,s,2
Q,gamma10,gamma3,split,opp,anti,cw,-,ccw,1,se,n,anti,ccw,-,cw,1,ne,e,2
Q,gamma10,zeta4,split,opp,anti,cw,-,ccw,1,se,n,anti,ccw,,cw,0,ne,se,1
Q,gamma10,zeta5,split,opp,anti,cw,,ccw,0,se,ne,anti,ccw,+,cw,1,ne,s,1
Q,gamma10,eta3,split,opp,anti,cw,,ccw,0,se,ne,anti,ccw,-,cw,1,ne,e,1
Q,gamma12,gamma7,tog,opp,anti,cw,+,ccw,1,sw,s,anti,ccw,+,cw,1,se,w,2
Q,gamma12,beta5,tog,opp,anti,cw,+,ccw,1,sw,s,anti,ccw,-,cw,1,se,s,2
Q,gamma12,eta6,tog,opp,anti,cw,+,ccw,1,sw,s,anti,ccw,,cw,0,se,sw,1
Q,gamma12,alpha7,tog,opp,anti,cw,-,ccw,1,sw,e,anti,ccw,+,cw,1,se,w,2
Q,gamma12,gamma5,tog,opp,anti,cw,-,ccw,1,sw,e,anti,ccw,-,cw,1,se,s,2
Q,gamma12,zeta6,tog,opp,anti,cw,-,ccw,1,sw,e,anti,ccw,,cw,0,se,sw,1
Q,gamma12,zeta7,tog,opp,anti,cw,,ccw,0,sw,se,anti,ccw,+,cw,1,se,w,1
Q,gamma12,eta5,tog,opp,anti,cw,,ccw,0,sw,se,anti,ccw,-,cw,1,se,s,1
Q,gamma14,gamma1,split,opp,anti,cw,+,ccw,1,nw,w,anti,ccw,+,cw,1,sw,n,2
Q,gamma14,beta7,split,opp,anti,cw,+,ccw,1,nw,w,anti,ccw,-,cw,1,sw,w,2
Q,gamma14,eta8,split,opp,anti,cw,+,ccw,1,nw,w,anti,ccw,,cw,0,sw,nw,1
Q,gamma14,alpha1,split,opp,anti,cw,-,ccw,1,nw,s,anti,ccw,+,cw,1,sw,n,2
Q,gamma14,gamma7,split,opp,anti,cw,-,ccw,1,nw,s,anti,ccw,-,cw,1,sw,w,2
Q,gamma14,zeta8,split,opp,anti,cw,-,ccw,1,nw,s,anti,ccw,,cw,0,sw,nw,1
Q,gamma14,zeta1,split,opp,anti,cw,,ccw,0,nw,sw,anti,ccw,+,cw,1,sw,n,1
Q,gamma14,eta7,split,opp,anti,cw,,ccw,0,nw,sw,anti,ccw,-,cw,1,sw,w,1
Q,gamma16,gamma3,tog,opp,anti,cw,+,ccw,1,ne,n,anti,ccw,+,cw,1,nw,e,2
Q,gamma16,beta1,tog,opp,anti,cw,+,ccw,1,ne,n,anti,ccw,-,cw,1,nw,n,2
Q,gamma16,eta2,tog,opp,anti,cw,+,ccw,1,ne,n,anti,ccw,,cw,0,nw,ne,1
Q,gamma16,alpha3,tog,opp,anti,cw,-,ccw,1,ne,w,anti,ccw,+,cw,1,nw,e,2
Q,gamma16,gamma1,tog,opp,anti,cw,-,ccw,1,ne,w,anti,ccw,-,cw,1,nw,n,2
Q,gamma16,zeta2,tog,opp,anti,cw,-,ccw,1,ne,w,anti,ccw,,cw,0,nw,ne,1
Q,gamma16,zeta3,tog,opp,anti,cw,,ccw,0,ne,nw,anti,ccw,+,cw,1,nw,e,1
Q,gamma16,eta1,tog,opp,anti,cw,,ccw,0,ne,nw,anti,ccw,-,cw,1,nw,n,1
R,gamma2,gamma9,tog,opp,anti,ccw,+,cw,1,nw,e,pro,ccw,+,ccw,1,ne,n,2
R,gamma2,alpha7,tog,opp,anti,ccw,+,cw,1,nw,e,pro,ccw,-,ccw,1,ne,w,2
R,gamma2,zeta16,tog,opp,anti,ccw,+,cw,1,nw,e,pro,ccw,,ccw,0,ne,nw,1
R,gamma2,beta1,tog,opp,anti,ccw,-,cw,1,nw,n,pro,ccw,+,ccw,1,ne,n,2
R,gamma2,gamma15,tog,opp,anti,ccw,-,cw,1,nw,n,pro,ccw,-,ccw,1,ne,w,2
R,gamma2,eta16,tog,opp,anti,ccw,-,cw,1,nw,n,pro,ccw,,ccw,0,ne,nw,1
R,gamma2,eta9,tog,opp,anti,ccw,,cw,0,nw,ne,pro,ccw,+,ccw,1,ne,n,1
R,gamma2,zeta15,tog,opp,anti,ccw,,cw,0,nw,ne,pro,ccw,-,ccw,1,ne,w,1
R,gamma4,gamma11,split,opp,anti,ccw,+,cw,1,ne,s,pro,ccw,+,ccw,1,se,e,2
R,gamma4,alpha1,split,opp,anti,ccw,+,cw,1,ne,s,pro,ccw,-,ccw,1,se,n,2
R,gamma4,zeta10,split,opp,anti,ccw,+,cw,1,ne,s,pro,ccw,,ccw,0,se,ne,1
R,gamma4,beta3,split,opp,anti,ccw,-,cw,1,ne,e,pro,ccw,+,ccw,1,se,e,2
R,gamma4,gamma9,split,opp,anti,ccw,-,cw,1,ne,e,pro,ccw,-,ccw,1,se,n,2
R,gamma4,eta10,split,opp,anti,ccw,-,cw,1,ne,e,pro,ccw,,ccw,0,se,ne,1
R,gamma4,eta11,split,opp,anti,ccw,,cw,0,ne,se,pro,ccw,+,ccw,1,se,e,1
R,gamma4,zeta9,split,opp,anti,ccw,,cw,0,ne,se,pro,ccw,-,ccw,1,se,n,1
R,gamma6,gamma13,tog,opp,anti,ccw,+,cw,1,se,w,pro,ccw,+,ccw,1,sw,s,2
R,gamma6,alpha3,tog,opp,anti,ccw,+,cw,1,se,w,pro,ccw,-,ccw,1,sw,e,2
R,gamma6,zeta12,tog,opp,anti,ccw,+,cw,1,se,w,pro,ccw,,ccw,0,sw,se,1
R,gamma6,beta5,tog,opp,anti,ccw,-,cw,1,se,s,pro,ccw,+,ccw,1,sw,s,2
R,gamma6,gamma11,tog,opp,anti,ccw,-,cw,1,se,s,pro,ccw,-,ccw,1,sw,e,2
R,gamma6,eta12,tog,opp,anti,ccw,-,cw,1,se,s,pro,ccw,,ccw,0,sw,se,1
R,gamma6,eta13,tog,opp,anti,ccw,,cw,0,se,sw,pro,ccw,+,ccw,1,sw,s,1
R,gamma6,zeta11,tog,opp,anti,ccw,,cw,0,se,sw,pro,ccw,-,ccw,1,sw,e,1
R,gamma8,gamma15,split,opp,anti,ccw,+,cw,1,sw,n,pro,ccw,+,ccw,1,nw,w,2
R,gamma8,alpha5,split,opp,anti,ccw,+,cw,1,sw,n,pro,ccw,-,ccw,1,nw,s,2
R,gamma8,zeta14,split,opp,anti,ccw,+,cw,1,sw,n,pro,ccw,,ccw,0,nw,sw,1
R,gamma8,beta7,split,opp,anti,ccw,-,cw,1,sw,w,pro,ccw,+,ccw,1,nw,w,2
R,gamma8,gamma13,split,opp,anti,ccw,-,cw,1,sw,w,pro,ccw,-,ccw,1,nw,s,2
R,gamma8,eta14,split,opp,anti,ccw,-,cw,1,sw,w,pro,ccw,,ccw,0,nw,sw,1
R,gamma8,eta15,split,opp,anti,ccw,,cw,0,sw,nw,pro,ccw,+,ccw,1,nw,w,1
R,gamma8,zeta13,split,opp,anti,ccw,,cw,0,sw,nw,pro,ccw,-,ccw,1,nw,s,1
R,gamma10,gamma5,split,opp,anti,cw,+,ccw,1,se,e,pro,cw,+,cw,1,ne,s,2
R,gamma10,beta3,split,opp,anti,cw,+,ccw,1,se,e,pro,cw,-,cw,1,ne,e,2
R,gamma10,eta4,split,opp,anti,cw,+,ccw,1,se,e,pro,cw,,cw,0,ne,se,1
R,gamma10,alpha5,split,opp,anti,cw,-,ccw,1,se,n,pro,cw,+,cw,1,ne,s,2
R,gamma10,gamma3,split,opp,anti,cw,-,ccw,1,se,n,pro,cw,-,cw,1,ne,e,2
R,gamma10,zeta4,split,opp,anti,cw,-,ccw,1,se,n,pro,cw,,cw,0,ne,se,1
R,gamma10,zeta5,split,opp,anti,cw,,ccw,0,se,ne,pro,cw,+,cw,1,ne,s,1
R,gamma10,eta3,split,opp,anti,cw,,ccw,0,se,ne,pro,cw,-,cw,1,ne,e,1
R,gamma12,gamma7,tog,opp,anti,cw,+,ccw,1,sw,s,pro,cw,+,cw,1,se,w,2
R,gamma12,beta5,tog,opp,anti,cw,+,ccw,1,sw,s,pro,cw,-,cw,1,se,s,2
R,gamma12,eta6,tog,opp,anti,cw,+,ccw,1,sw,s,pro,cw,,cw,0,se,sw,1
R,gamma12,alpha7,tog,opp,anti,cw,-,ccw,1,sw,e,pro,cw,+,cw,1,se,w,2
R,gamma12,gamma5,tog,opp,anti,cw,-,ccw,1,sw,e,pro,cw,-,cw,1,se,s,2
R,gamma12,zeta6,tog,opp,anti,cw,-,ccw,1,sw,e,pro,cw,,cw,0,se,sw,1
R,gamma12,zeta7,tog,opp,anti,cw,,ccw,0,sw,se,pro,cw,+,cw,1,se,w,1
R,gamma12,eta5,tog,opp,anti,cw,,ccw,0,sw,se,pro,cw,-,cw,1,se,s,1
R,gamma14,gamma1,split,opp,anti,cw,+,ccw,1,nw,w,pro,cw,+,cw,1,sw,n,2
R,gamma14,beta7,split,opp,anti,cw,+,ccw,1,nw,w,pro,cw,-,cw,1,sw,w,2
R,gamma14,eta8,split,opp,anti,cw,+,ccw,1,nw,w,pro,cw,,cw,0,sw,nw,1
R,gamma14,alpha1,split,opp,anti,cw,-,ccw,1,nw,s,pro,cw,+,cw,1,sw,n,2
R,gamma14,gamma7,split,opp,anti,cw,-,ccw,1,nw,s,pro,cw,-,cw,1,sw,w,2
R,gamma14,zeta8,split,opp,anti,cw,-,ccw,1,nw,s,pro,cw,,cw,0,sw,nw,1
R,gamma14,zeta1,split,opp,anti,cw,,ccw,0,nw,sw,pro,cw,+,cw,1,sw,n,1
R,gamma14,eta7,split,opp,anti,cw,,ccw,0,nw,sw,pro,cw,-,cw,1,sw,w,1
R,gamma16,gamma3,tog,opp,anti,cw,+,ccw,1,ne,n,pro,cw,+,cw,1,nw,e,2
R,gamma16,beta1,tog,opp,anti,cw,+,ccw,1,ne,n,pro,cw,-,cw,1,nw,n,2
R,gamma16,eta2,tog,opp,anti,cw,+,ccw,1,ne,n,pro,cw,,cw,0,nw,ne,1
R,gamma16,alpha3,tog,opp,anti,cw,-,ccw,1,ne,w,pro,cw,+,cw,1,nw,e,2
R,gamma16,gamma1,tog,opp,anti,cw,-,ccw,1,ne,w,pro,cw,-,cw,1,nw,n,2
R,gamma16,zeta2,tog,opp,anti,cw,-,ccw,1,ne,w,pro,cw,,cw,0,nw,ne,1
R,gamma16,zeta3,tog,opp,anti,cw,,ccw,0,ne,nw,pro,cw,+,cw,1,nw,e,1
R,gamma16,eta1,tog,opp,anti,cw,,ccw,0,ne,nw,pro,cw,-,cw,1,nw,n,1
R,gamma2,gamma9,tog,opp,pro,cw,+,cw,1,nw,e,anti,cw,+,ccw,1,ne,n,2
R,gamma2,alpha7,tog,opp,pro,cw,+,cw,1,nw,e,anti,cw,-,ccw,1,ne,w,2
R,gamma2,zeta16,tog,opp,pro,cw,+,cw,1,nw,e,anti,cw,,ccw,0,ne,nw,1
R,gamma2,beta1,tog,opp,pro,cw,-,cw,1,nw,n,anti,cw,+,ccw,1,ne,n,2
R,gamma2,gamma15,tog,opp,pro,cw,-,cw,1,nw,n,anti,cw,-,ccw,1,ne,w,2
R,gamma2,eta16,tog,opp,pro,cw,-,cw,1,nw,n,anti,cw,,ccw,0,ne,nw,1
R,gamma2,eta9,tog,opp,pro,cw,,cw,0,nw,ne,anti,cw,+,ccw,1,ne,n,1
R,gamma2,zeta15,tog,opp,pro,cw,,cw,0,nw,ne,anti,cw,-,ccw,1,ne,w,1
R,gamma4,gamma11,split,opp,pro,cw,+,cw,1,ne,s,anti,cw,+,ccw,1,se,e,2
R,gamma4,alpha1,split,opp,pro,cw,+,cw,1,ne,s,anti,cw,-,ccw,1,se,n,2
R,gamma4,zeta10,split,opp,pro,cw,+,cw,1,ne,s,anti,cw,,ccw,0,se,ne,1
R,gamma4,beta3,split,opp,pro,cw,-,cw,1,ne,e,anti,cw,+,ccw,1,se,e,2
R,gamma4,gamma9,split,opp,pro,cw,-,cw,1,ne,e,anti,cw,-,ccw,1,se,n,2
R,gamma4,eta10,split,opp,pro,cw,-,cw,1,ne,e,anti,cw,,ccw,0,se,ne,1
R,gamma4,eta11,split,opp,pro,cw,,cw,0,ne,se,anti,cw,+,ccw,1,se,e,1
R,gamma4,zeta9,split,opp,pro,cw,,cw,0,ne,se,anti,cw,-,ccw,1,se,n,1
R,gamma6,gamma13,tog,opp,pro,cw,+,cw,1,se,w,anti,cw,+,ccw,1,sw,s,2
R,gamma6,alpha3,tog,opp,pro,cw,+,cw,1,se,w,anti,cw,-,ccw,1,sw,e,2
R,gamma6,zeta12,tog,opp,pro,cw,+,cw,1,se,w,anti,cw,,ccw,0,sw,se,1
R,gamma6,beta5,tog,opp,pro,cw,-,cw,1,se,s,anti,cw,+,ccw,1,sw,s,2
R,gamma6,gamma11,tog,opp,pro,cw,-,cw,1,se,s,anti,cw,-,ccw,1,sw,e,2
R,gamma6,eta12,tog,opp,pro,cw,-,cw,1,se,s,anti,cw,,ccw,0,sw,se,1
R,gamma6,eta13,tog,opp,pro,cw,,cw,0,se,sw,anti,cw,+,ccw,1,sw,s,1
R,gamma6,zeta11,tog,opp,pro,cw,,cw,0,se,sw,anti,cw,-,ccw,1,sw,e,1
R,gamma8,gamma15,split,opp,pro,cw,+,cw,1,sw,n,anti,cw,+,ccw,1,nw,w,2
R,gamma8,alpha5,split,opp,pro,cw,+,cw,1,sw,n,anti,cw,-,ccw,1,nw,s,2
R,gamma8,zeta14,split,opp,pro,cw,+,cw,1,sw,n,anti,cw,,ccw,0,nw,sw,1
R,gamma8,beta7,split,opp,pro,cw,-,cw,1,sw,w,anti,cw,+,ccw,1,nw,w,2
R,gamma8,gamma13,split,opp,pro,cw,-,cw,1,sw,w,anti,cw,-,ccw,1,nw,s,2
R,gamma8,eta14,split,opp,pro,cw,-,cw,1,sw,w,anti,cw,,ccw,0,nw,sw,1
R,gamma8,eta15,split,opp,pro,cw,,cw,0,sw,nw,anti,cw,+,ccw,1,nw,w,1
R,gamma8,zeta13,split,opp,pro,cw,,cw,0,sw,nw,anti,cw,-,ccw,1,nw,s,1
R,gamma10,gamma5,split,opp,pro,ccw,+,ccw,1,se,e,anti,ccw,+,cw,1,ne,s,2
R,gamma10,beta3,split,opp,pro,ccw,+,ccw,1,se,e,anti,ccw,-,cw,1,ne,e,2
R,gamma10,eta4,split,opp,pro,ccw,+,ccw,1,se,e,anti,ccw,,cw,0,ne,se,1
R,gamma10,alpha5,split,opp,pro,ccw,-,ccw,1,se,n,anti,ccw,+,cw,1,ne,s,2
R,gamma10,gamma3,split,opp,pro,ccw,-,ccw,1,se,n,anti,ccw,-,cw,1,ne,e,2
R,gamma10,zeta4,split,opp,pro,ccw,-,ccw,1,se,n,anti,ccw,,cw,0,ne,se,1
R,gamma10,zeta5,split,opp,pro,ccw,,ccw,0,se,ne,anti,ccw,+,cw,1,ne,s,1
R,gamma10,eta3,split,opp,pro,ccw,,ccw,0,se,ne,anti,ccw,-,cw,1,ne,e,1
R,gamma12,gamma7,tog,opp,pro,ccw,+,ccw,1,sw,s,anti,ccw,+,cw,1,se,w,2
R,gamma12,beta5,tog,opp,pro,ccw,+,ccw,1,sw,s,anti,ccw,-,cw,1,se,s,2
R,gamma12,eta6,tog,opp,pro,ccw,+,ccw,1,sw,s,anti,ccw,,cw,0,se,sw,1
R,gamma12,alpha7,tog,opp,pro,ccw,-,ccw,1,sw,e,anti,ccw,+,cw,1,se,w,2
R,gamma12,gamma5,tog,opp,pro,ccw,-,ccw,1,sw,e,anti,ccw,-,cw,1,se,s,2
R,gamma12,zeta6,tog,opp,pro,ccw,-,ccw,1,sw,e,anti,ccw,,cw,0,se,sw,1
R,gamma12,zeta7,tog,opp,pro,ccw,,ccw,0,sw,se,anti,ccw,+,cw,1,se,w,1
R,gamma12,eta5,tog,opp,pro,ccw,,ccw,0,sw,se,anti,ccw,-,cw,1,se,s,1
R,gamma14,gamma1,split,opp,pro,ccw,+,ccw,1,nw,w,anti,ccw,+,cw,1,sw,n,2
R,gamma14,beta7,split,opp,pro,ccw,+,ccw,1,nw,w,anti,ccw,-,cw,1,sw,w,2
R,gamma14,eta8,split,opp,pro,ccw,+,ccw,1,nw,w,anti,ccw,,cw,0,sw,nw,1
